0,1,2,3,4,5,6,7,8,9,10,11,12,target
-0.5510635596017794,-0.2487311789782951,0.1759471909588874,0.2544176928914576,-0.4892520061887159,-0.0980107949231069,-0.3726264511722278,-0.2747144495736699,-0.3362485768447059,0.0525353614913259,-0.016136363842379,-0.0048031267181719,-0.0682062288660026,0
-0.6269962622526851,-0.4069116143284415,0.0933307384642776,-0.1671950521681967,0.0846248025752521,-0.0898235443936633,0.1527821773890612,-0.0729174081084867,0.0609838467317083,-0.0308820050920883,0.600589478221618,0.1034803851098657,-0.0021939280689531,0
0.3429581850152461,0.3246030608487267,-0.7323524109521641,0.1363284344146148,-0.1703177475979179,0.0891863673095659,-0.0632104938391902,-0.0194976819652652,-0.1451527822756446,0.0280252257895214,0.0941996685601178,-0.2163782504425786,0.2938054196389946,3
-0.5280074857797232,-0.2066252027134356,0.2876106573879666,0.7179118498900575,-0.0695968084563615,0.1262335513149638,0.1426361204362294,-0.1399516784952972,0.0509797091328707,-0.2044899088737916,-0.1990472946789889,0.1432253930718098,0.0737900433890993,0
-0.4136856171459551,0.645527416616809,-0.160051853088771,-0.0577164927711252,-0.3584795310254777,0.0530585202604561,-0.4610407797900077,-0.1127585339830782,0.2302360174437025,-0.099419630486991,-0.1638354583372454,-0.0093298325122956,-0.0020449949546746,2
-0.4163035374766282,0.6864632207486292,-0.126874527305575,0.3104424189167923,-0.3326054535186158,0.033779895380356,-0.1977239348438036,-0.1193942177654486,0.0556555845891389,-0.0678962292570923,0.0656296555055297,-0.0654837851228011,0.0492220694270057,2
-0.4333009732687732,0.6530794298384438,-0.1076801480160186,0.3160908515152014,0.158384147342636,-0.2172379934082177,0.0038239687030612,0.028926131616017,-0.0462671677891957,-0.0573654380540875,-0.0674590332386167,0.0289730075492774,0.0067120007426,2
-0.4378768875525463,0.6424681163091397,-0.1313581795200734,0.2421950287033813,0.0415677911998997,-0.0880360241634526,0.0401840511640948,0.0981154975290964,-0.0405509685261321,-0.0690638212003708,-0.113601263102008,0.0701578083791691,-0.0246597353393525,2
-0.4020193409666612,0.6219745411000016,-0.1270097167540393,0.0566592989429545,0.0716138954086842,0.3702270382474981,-0.2597159575196073,-0.0492794234728981,-0.2383306280680447,0.0130442218726409,-0.0952185678016372,0.0664285128041173,-0.0543022526107921,2
-0.4655790600595055,0.5121753266947607,-0.2209439993573147,-0.3420635804324885,0.500270442104396,-0.163951966941494,-0.437401572143025,0.0796656705257661,-0.167015540539798,0.0034077329811472,0.1798098936475231,-0.0006067549079648,-0.180844079768223,2
0.3398990364960538,0.340985345030094,-0.7497687842488726,0.1142439963732114,-0.4028865937933386,-0.135423322727785,-0.1611100329849989,0.1657961629082222,-0.1968757721204524,0.1226687046462573,0.0347604610741232,-0.0744467783495589,-0.1394767616103756,3
0.0487305896346923,-0.1293657624921997,0.9803634304962118,0.3355709425090507,0.1971116113248723,-0.0568021661292344,0.3091493305060984,-0.2488841734357119,-0.0049794582831004,0.0863348912684393,-0.004184552661075,-0.0325385187043598,-0.2145033966317541,0
-0.4879629684845662,0.5313194603493506,-0.2024996035898396,-0.2222061476110597,0.3925085903513469,-0.2350139916373008,0.1000020583558802,0.0970509039560569,-0.1673322011877241,-0.0500755151641002,0.0054749943864348,-0.0974171344244947,-0.0343164782456379,2
-0.6205120310905977,-0.3994357494193966,0.1416144254645942,-0.1297211119337199,0.4559865659482695,-0.1116062172050464,0.1455847795878377,-0.1842211055735225,-0.0727208088870297,-0.0767682746423492,-0.1885282307560465,0.045283337295891,0.0412031049028764,0
0.920929788209439,0.4719750644624278,0.0116755259757775,-0.1414429818572369,-0.1518561856863824,-0.4217638702668522,0.1293396091777472,-0.1447889458648382,0.106121924369009,0.026278018796412,-0.1011167097188685,0.0264979757296741,0.0139192291250872,3
0.7898197119054882,-0.4949798440990001,0.3622031848213157,0.0293983193224671,0.4227675423376555,-0.4315141701231511,0.1698363205755573,-0.006592096218395,-0.1323350978732198,-0.0244917772818543,-0.0351436303967188,-0.0343354341102837,-0.0636040736967081,1
0.2358149606717431,-0.5711608490834842,-0.370450392794052,0.1376168221803097,-0.3595392786929235,0.0761158156259286,-0.3652401329294995,-0.2158631284459398,-0.1966136001263953,-0.1551378278916059,-0.1944675347197799,0.0720460877656358,0.131864900555638,1
