artist,popularity,country,danceability,energy,acousticness,instrumentalness,valence,loudness,tempo_confidence,time_signature,time_signature_confidence,k_0,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,key_confidence,mode,mode_confidence,artist_followers,al_type_compilation,al_type_single,exp_False,al_total_tracks_log,track_dur_log,speechiness_log,liveness_log,tempo_log
Hkeem,67,noruega,0.512,0.463,0.143,0.0,0.346,-9.218,0.238,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.811,1,0.844,27821,0,1,1,0.0,5.044379500060416,-2.8967923256990873,-2.65356201581814,5.193462278695611
WOS,77,argentina,0.654,0.354,0.724,0.0,0.262,-7.358,0.372,4,0.992,0,0,0,0,0,1,0,0,0,0,0,0.294,1,0.362,3427857,0,1,1,0.0,5.212470765488924,-2.6063965473757102,-2.0099154790312257,4.406182517884953
NOBITA,77,filipinas,0.513,0.38,0.12,0.0,0.323,-11.091,0.28,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.461,1,0.524,1026996,0,1,1,0.0,5.574053367981417,-3.3932292120129786,-2.3816283003344987,4.7953937726779
FL EX,54,egipto,0.679,0.614,0.725,0.0,0.282,-11.605,0.169,4,0.962,0,1,0,0,0,0,0,0,0,0,0,1.0,1,0.706,232029,0,1,0,1.3862943611198906,4.759495136343645,-0.7743572359854884,-1.248273063222516,4.938387129888632
Drake,87,eeuu,0.773,0.701,0.01,0.0,0.203,-6.383,0.7,4,0.971,0,0,0,0,0,0,0,1,0,0,0,0.232,1,0.546,72390794,0,0,0,2.772588722239781,5.368719910646177,-2.972015746936675,-1.8140050781753747,4.8673113486471475
Kamm,64,república_dominicana,0.78,0.525,0.324,6.1e-06,0.842,-7.526,0.231,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.635,0,0.673,526,0,1,0,0.0,5.3587207874307605,-2.613194670089531,-1.987774353154012,5.124255603543472
Tayc,68,francia,0.657,0.538,0.139,0.000215,0.189,-6.287,0.739,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.735,0,0.64,1487319,0,0,1,3.713572066704308,5.150200115595096,-1.6502599069543555,-2.120263536200091,4.896032197071497
Feid,86,global,0.865,0.573,0.0863,0.0,0.563,-5.501,0.526,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0.047,3850802,0,0,1,2.70805020110221,5.049599564114397,-2.6911930840357874,-1.1874435023747254,4.553866365229349
Amenazzy,59,república_dominicana,0.761,0.55,0.302,1.08e-05,0.603,-6.847,0.245,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.422,1,0.48,2666252,0,1,0,0.0,5.079750824726934,-1.2765434971607714,-2.05572501506252,4.615437298343869
Ernia,68,italia,0.682,0.796,0.165,0.000115,0.286,-5.402,0.306,4,0.784,0,0,0,1,0,0,0,0,0,0,0,0.281,0,0.287,790570,0,0,0,2.6390573296152584,5.3585842773346855,-1.2765434971607714,-1.9105430052180221,4.530931436052559
Ramses II,53,finlandia,0.932,0.499,0.0878,0.000821,0.937,-8.368,0.932,4,0.908,0,0,0,0,0,0,0,0,1,0,0,0.46,0,0.446,3859,0,1,1,0.0,5.384495062789089,-3.1100214199561185,-2.0402208285265546,4.75415037899941
Quevedo,90,españa,0.759,0.561,0.803,0.121,0.491,-5.643,0.673,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.252,0,0.436,1275725,0,1,1,0.0,5.196683232631024,-2.0325579557809856,-2.2926347621408776,4.653150498506658
INSTASAMKA,65,bielorrusia,0.808,0.688,0.115,0.0251,0.377,-8.964,0.855,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.108,0,0.405,1393075,0,1,1,0.0,4.927514520701873,-3.009831197933493,-2.1715568305876416,4.7878166899809855
Rizky Febian,76,indonesia,0.579,0.459,0.796,5.28e-06,0.375,-8.741,0.355,4,0.996,0,0,0,0,0,0,0,0,0,0,1,0.276,1,0.419,5385681,0,1,1,0.0,5.601845720860658,-3.6156289923743437,-2.0955709236097197,4.819926663925208
RPT MCK,64,vietnam,0.75,0.725,0.0739,0.0,0.553,-7.294,0.784,4,0.998,0,0,0,0,0,0,0,1,0,0,0,0.393,0,0.549,303937,0,1,0,0.0,5.313752627631774,-2.3166840173735475,-2.6606896297423726,4.905541409555861
WIL,59,finlandia,0.718,0.665,0.157,1.97e-06,0.415,-7.48,0.64,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.349,0,0.483,2951,0,1,1,0.0,5.008452914437189,-3.116770601931047,-2.198225077669803,4.595251154645089
BSW,45,hungría,0.646,0.76,0.0633,0.0114,0.203,-6.828,0.273,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.286,1,0.376,161166,0,0,0,2.833213344056216,5.332912011312536,-2.3055896020143445,-0.4155154439616658,5.298312366535536
Morgan Wallen,84,eeuu,0.731,0.85,0.252,0.0,0.644,-4.913,0.637,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.233,1,0.403,5035124,0,1,1,0.0,5.059279415855983,-3.3932292120129786,-0.5025268209512956,4.7850387366209794
The Killers,85,australia,0.352,0.911,0.00121,0.0,0.236,-5.23,0.887,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.656,1,0.718,6882041,0,0,1,2.4849066497880004,5.407050687896616,-2.5942751868433653,-2.30759763481759,4.997435221882309
One Direction,79,indonesia,0.645,0.78,0.218,0.0,0.372,-5.165,0.723,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.535,1,0.574,29743377,0,0,1,2.8903717578961645,5.3003153692107094,-3.4451492691913383,-2.387054249620496,4.787558407226589
Jhayco,85,españa,0.816,0.77,0.0798,0.0,0.671,-5.477,0.601,4,0.984,0,1,0,0,0,0,0,0,0,0,0,0.219,1,0.566,798477,0,1,1,0.0,5.440914416639382,-2.9224818118143983,-2.137070654516472,4.574607880405451
Yashraj,62,pakistán,0.648,0.45,0.134,7.31e-05,0.472,-9.57,0.198,4,0.938,0,0,0,0,0,1,0,0,0,0,0,0.425,0,0.518,40255,0,1,1,0.0,5.206202077640231,-1.7897614665653818,-1.987774353154012,4.604489954683228
SCH,66,francia,0.742,0.74,0.212,2.24e-06,0.668,-6.523,0.531,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.662,0,0.684,1819933,0,0,0,2.6390573296152584,5.230964221403327,-2.864704011147587,-2.2164073967529934,4.828305737270301
ThxSoMch,85,bielorrusia,0.701,0.573,0.088,0.2,0.575,-6.512,0.293,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.671,1,0.447,157214,0,1,0,0.0,4.996360559807385,-2.6664285264113907,-2.2537949288246137,4.544644934234288
Muslim - مُسلِم,62,egipto,0.444,0.5,0.804,2.05e-06,0.271,-7.706,0.165,4,0.966,0,1,0,0,0,0,0,0,0,0,0,0.906,0,0.789,1203904,0,1,1,0.0,5.276061532599567,-2.7090507014357934,-2.2256240518579173,4.995569032490502
Kordhell,89,arabia_saudí,0.712,0.972,0.00547,7.06e-05,0.568,-0.514,0.894,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.867,1,0.564,549346,0,1,0,0.6931471805599453,4.976733742420574,-2.1892564076870427,-2.05572501506252,4.78720836930224
Rauw Alejandro,83,colombia,0.869,0.694,0.356,0.00125,0.511,-3.35,0.455,4,0.994,0,1,0,0,0,0,0,0,0,0,0,0.785,0,0.723,15784982,0,0,0,2.6390573296152584,5.416082624268616,-2.54720767598538,-2.4326937783410663,4.500031867864786
Shae Gill,81,inglaterra,0.714,0.596,0.0657,0.0,0.669,-6.206,0.331,4,0.994,0,0,0,0,0,0,0,0,0,0,0,0.717,0,0.631,648885,0,1,1,0.0,5.41229762524927,-3.146555163288575,-2.772588722239781,4.5216907461768
Lim Young Woong,51,korea_sur,0.703,0.768,0.532,0.0,0.534,-3.941,0.181,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.455,1,0.46,56575,0,1,1,0.6931471805599453,5.329816033607408,-3.543913683863751,-2.145581344184381,4.63465131531026
Only Monday,54,tailandia,0.504,0.724,0.025,0.0014,0.68,-5.612,0.05,4,0.967,0,0,0,0,0,0,0,0,1,0,0,0.409,1,0.513,34447,0,0,1,2.0794415416798357,5.578831309233371,-3.3049785239216125,-1.152013065395225,5.050073932220115
Norlie & KKV,59,suecia,0.656,0.413,0.145,0.0,0.229,-8.678,0.573,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.747,1,0.702,406493,0,1,1,1.3862943611198906,5.3533972328149915,-3.438899248846167,-2.1286317858706076,4.673099825777825
Bellakath,81,mexico,0.895,0.81,0.151,0.238,0.762,-6.722,0.9,4,0.996,0,0,0,0,0,0,0,1,0,0,0,0.071,1,0.135,121588,0,1,1,0.0,5.023906836289496,-2.8594546552614433,-1.1056369036050742,4.615110615802145
SCH,69,francia,0.801,0.815,0.00852,0.0203,0.629,-6.861,0.665,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.256,1,0.346,1819933,0,0,0,2.6390573296152584,5.139632255039974,-2.2256240518579173,-1.1615520884419839,4.941735275441204
Full Trunk,59,israel,0.671,0.724,0.588,3.07e-05,0.941,-8.799,0.297,4,0.871,0,0,0,0,0,0,0,0,1,0,0,0.312,1,0.447,72297,0,0,0,2.3978952727983707,5.379016781618983,-2.4315554742910055,-0.7550225842780328,5.123952074570492
VIIVI,67,finlandia,0.68,0.649,0.0976,1.21e-05,0.44,-9.009,0.796,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.341,1,0.571,21308,0,1,1,0.0,5.235957803090344,-2.8806194664534863,-2.137070654516472,4.942092321389669
Bruno X Spacc,55,hungría,0.9,0.472,0.276,0.0262,0.301,-7.426,0.383,4,0.98,0,1,0,0,0,0,0,0,0,0,0,0.847,1,0.593,129699,0,1,0,0.0,5.148296480703735,-2.4592389030394224,-2.1803674602697964,4.499609650327598
RK,67,francia,0.683,0.689,0.117,0.0,0.413,-5.582,0.046,4,0.892,0,0,0,0,1,0,0,0,0,0,0,0.102,1,0.295,1599534,0,0,0,2.0794415416798357,4.984517165941197,-1.6982691261407161,-2.676551534042839,4.290295044074289
JOEY PHUWASIT,65,tailandia,0.561,0.652,0.545,1.76e-06,0.363,-7.328,0.504,4,0.981,0,0,0,0,0,0,0,0,0,1,0,0.288,1,0.457,214942,0,1,1,0.0,5.6661602166259,-3.0344731018704216,-2.282782465697866,4.869348189251878
Hiro,49,kazijistán,0.824,0.416,0.0694,0.00374,0.445,-9.471,0.156,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.504,1,0.403,39842,0,0,0,3.091042453358316,5.331041058152149,-2.0249533563957662,-2.353878387381596,4.654284107266344
Albin Lee Meldau,40,suecia,0.515,0.454,0.836,0.0643,0.458,-10.119,0.216,1,0.071,0,0,0,0,1,0,0,0,0,0,0,0.336,0,0.47,99925,0,1,1,0.0,5.39914412022132,-3.486755270023802,-1.8263509139976741,4.3945602596111675
Jhayco,82,guatemala,0.806,0.786,0.145,0.0,0.58,-3.831,0.133,4,0.993,0,0,0,0,0,0,0,0,0,0,1,0.408,0,0.529,798477,0,0,1,2.5649493574615367,5.733729551024153,-2.6023397466800957,-2.369793842687496,4.521495055714999
EggPlantEgg,65,taiwán,0.552,0.78,0.0473,0.0,0.557,-5.106,0.785,4,0.983,0,0,0,0,0,0,0,1,0,0,0,0.45,1,0.551,409452,0,1,1,0.0,5.627657084266709,-3.0470255679415414,-1.8838747581358606,4.89725007385785
Lim Young Woong,56,korea_sur,0.401,0.394,0.748,0.0,0.327,-6.655,0.036,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.707,1,0.705,56575,0,0,1,2.4849066497880004,5.614535874141982,-3.4295968561838532,-2.3096097079310103,4.86553244778491
Chivas,65,polonia,0.641,0.746,0.358,0.0,0.793,-8.065,0.308,4,0.404,0,0,0,0,0,1,0,0,0,0,0,0.684,0,0.655,212078,0,0,0,2.3978952727983707,4.992973573423148,-1.4828052615007343,-2.5969561535966235,5.074486078797329
Talha Anjum,58,pakistán,0.695,0.293,0.597,0.0,0.13,-8.438,0.103,5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.354,1,0.407,723692,0,1,0,0.6931471805599453,5.3408738559619495,-0.35953617621976464,-2.145581344184381,4.800004793661983
Myztro,57,sudáfrica,0.791,0.514,0.00194,0.89,0.458,-11.384,0.936,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.217,1,0.281,43493,0,1,1,0.0,5.968298269076143,-2.475748712003235,-2.5232317641096684,4.727299319221155
Kaleb Di Masi,75,italia,0.889,0.618,0.367,0.00438,0.444,-5.124,0.573,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.487,0,0.521,492067,0,1,1,0.0,5.5109417852720375,-2.769393831343262,-2.2537949288246137,4.867695975871189
Mata,71,polonia,0.623,0.558,0.593,6.46e-06,0.604,-9.918,0.0,4,0.401,0,0,0,0,0,0,0,0,0,0,1,0.48,0,0.487,1695630,0,1,0,0.6931471805599453,4.877103901471733,-1.0817551716016867,-1.987774353154012,4.852647261037743
Pritam,75,inglaterra,0.483,0.468,0.784,0.0,0.319,-7.642,0.75,4,0.916,0,0,0,0,0,0,0,0,1,0,0,0.691,1,0.687,11867372,0,0,1,2.3978952727983707,5.513190814635714,-3.3784578946926658,-1.8838747581358606,4.9117353454413735
Younha,50,korea_sur,0.722,0.822,0.0224,2.14e-06,0.684,-4.355,0.849,4,0.974,0,0,0,0,1,0,0,0,0,0,0,0.504,0,0.461,359454,0,0,1,2.3978952727983707,5.330910395814898,-2.7364496756239083,-2.4281483159693913,4.85198338782095
Central Cee,89,francia,0.911,0.573,0.38,0.0,0.972,-7.43,0.822,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.306,1,0.367,2588081,0,1,0,0.0,4.578744071751569,-1.2447947988461912,-0.908818717035454,4.941928096086465
Rovalio,66,pakistán,0.737,0.458,0.601,6.98e-06,0.456,-5.805,0.683,4,0.995,0,0,0,0,0,0,1,0,0,0,0,0.524,1,0.564,62522,0,1,1,0.0,4.892639735858548,-3.451438598098902,-1.9805015938249322,4.499731889527639
Mads Langer,60,dinamarca,0.44,0.692,0.318,0.0,0.298,-5.371,0.186,4,0.992,1,0,0,0,0,0,0,0,0,0,0,0.527,1,0.657,141223,0,1,1,0.0,5.322746529804533,-3.009831197933493,-2.3837951484195887,4.361696368200631
Rito Riba,78,inglaterra,0.576,0.72,0.438,0.0,0.6,-3.842,0.642,4,0.994,0,0,0,0,0,0,0,0,0,1,0,0.512,1,0.621,30441,0,1,1,0.0,5.4076514770108135,-3.196625215933381,-2.5083800059736423,4.941863826669045
Crayon,64,nigeria,0.818,0.513,0.106,0.00105,0.583,-11.382,0.762,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.305,0,0.474,134802,0,1,1,0.0,5.225746673713202,-2.8577109756566164,-3.199073197572021,4.74501908110449
Aditya Rikhari,68,pakistán,0.645,0.324,0.754,0.000727,0.493,-13.621,0.148,3,0.995,0,1,0,0,0,0,0,0,0,0,0,0.476,0,0.617,104649,0,1,1,0.0,5.4026233263572525,-2.9095545773129388,-2.2730262907525014,5.087824704215931
TALE$,73,españa,0.682,0.716,0.289,0.0,0.436,-3.758,0.481,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.625,0,0.699,21000,0,1,1,0.0,5.069382075442017,-3.170085660698769,-1.5324768712979722,4.982592408938259
SCH,69,francia,0.45,0.679,0.157,0.000111,0.434,-6.454,0.251,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.865,1,0.449,1819933,0,0,0,2.6390573296152584,5.417459478242051,-1.0613165039244128,-1.0936247471570706,4.861887768682399
Joe L,61,finlandia,0.845,0.735,0.0841,0.0082,0.584,-6.618,0.801,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0.316,1,0.393,2454,0,1,1,0.0,5.2208584014683534,-3.396209840151116,-2.2256240518579173,4.787658395561367
The Neighbourhood,92,global,0.612,0.807,0.0495,0.0177,0.398,-2.81,0.396,4,0.996,0,0,0,0,0,0,0,0,0,0,1,0.141,1,0.275,11767772,0,0,1,2.3978952727983707,5.4823042026610525,-3.3932292120129786,-2.2926347621408776,4.820708893642243
Ian,53,rumanía,0.717,0.677,0.000559,0.091,0.197,-10.727,0.419,4,0.399,0,1,0,0,0,0,0,0,0,0,0,0.864,1,0.614,334849,0,1,0,0.0,5.354224998486333,-2.747310915055513,-1.3205066205818874,5.074567381389988
Blackbeans,62,tailandia,0.504,0.538,0.128,0.0141,0.138,-8.745,0.701,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.533,1,0.55,252575,0,0,1,2.3978952727983707,5.604934042613598,-3.6690768268177565,-2.1541650878757723,4.912699002409956
Patrickananda,63,tailandia,0.638,0.193,0.779,0.0,0.55,-12.366,0.224,4,0.88,0,0,0,0,0,0,0,0,0,1,0,0.592,1,0.611,233322,0,1,1,0.0,5.35927605020666,-3.3326045901965435,-1.152013065395225,4.942484924747545
Wingii,57,egipto,0.805,0.666,0.3,5.29e-06,0.502,-10.741,0.51,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.02,1,0.424,96517,0,1,1,1.3862943611198906,4.933444626598012,-1.0216512475319814,-0.48939034304592566,4.96266279554716
Yuuri,70,japón,0.463,0.603,0.495,0.0,0.477,-5.464,0.214,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.749,1,0.784,1593606,0,0,1,2.772588722239781,5.657249760527984,-3.5899395062590327,-1.7897614665653818,4.997813444376197
Topic,80,países_bajos,0.623,0.727,0.184,2.02e-05,0.4,-5.57,0.876,4,0.174,0,0,0,0,0,0,0,0,0,0,0,0.834,0,0.787,198945,0,1,1,0.0,5.110782242701195,-2.8788385220824915,-1.1744140020843916,4.836083474566662
Leo Ku,58,hong_kong,0.527,0.418,0.882,0.0,0.631,-8.169,0.495,4,0.936,0,0,0,0,0,0,0,1,0,0,0,0.669,1,0.725,238740,0,1,1,0.0,5.615737836763606,-3.519980917652122,-2.420243136462278,4.697521447052278
Narkis,54,israel,0.696,0.797,0.0251,0.0,0.454,-6.031,0.57,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.72,0,0.785,95847,0,1,1,0.0,5.362854325184387,-2.6649907116417633,-2.2537949288246137,4.681436541441541
Bad Bunny,88,españa,0.795,0.684,0.0225,0.0,0.419,-3.971,0.47,4,0.951,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.329,65270837,0,0,0,3.1354942159291497,5.471825196309907,-3.172469452054045,-0.4185503476568198,4.736294934967587
Myke Towers,79,españa,0.747,0.619,0.0865,2.03e-05,0.567,-6.009,0.505,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.501,1,0.586,10623200,0,1,0,0.0,5.392667995221298,-2.833613424077556,-2.2730262907525014,4.553666343120976
Taylor Swift,77,filipinas,0.535,0.618,0.0716,0.000388,0.228,-3.913,0.086,4,0.969,0,0,0,0,0,0,0,0,1,0,0,0.704,1,0.77,68732645,0,0,1,3.091042453358316,5.864199196062105,-3.600868576791223,-1.7778565640590636,4.406414322730712
Juseph,74,españa,0.852,0.748,0.491,0.0,0.971,-4.564,0.835,4,0.91,0,0,0,0,1,0,0,0,0,0,0,0.619,0,0.511,17360,0,1,1,0.0,5.391507118014153,-3.2519156789464008,-0.48288625507674926,4.7618405458965185
XATAR,76,alemania,0.793,0.729,0.167,3.22e-06,0.65,-5.679,0.248,4,0.892,0,1,0,0,0,0,0,0,0,0,0,0.406,1,0.423,478138,0,1,0,0.0,5.495367424496438,-1.5558971455060706,-2.0024805005437076,4.521777707424748
Agam Buhbut,57,israel,0.763,0.618,0.166,0.0,0.805,-5.919,0.621,4,0.983,0,0,1,0,0,0,0,0,0,0,0,0.417,1,0.711,204908,0,1,1,0.0,5.095925746700147,-2.631089159966082,-1.903808973036678,4.700789408942753
Tobias Rahim,62,dinamarca,0.706,0.655,0.206,6.36e-06,0.434,-6.649,0.841,4,0.962,0,0,0,0,0,0,0,0,0,0,0,0.771,0,0.647,66115,0,0,0,2.772588722239781,5.401825667915548,-3.017977882501311,-2.2926347621408776,4.912750469403082
Tiara Andini,76,indonesia,0.386,0.416,0.766,1.07e-05,0.345,-10.543,0.256,4,0.919,0,0,0,0,1,0,0,0,0,0,0,0.623,1,0.587,2757790,0,0,1,2.0794415416798357,5.394763264816289,-3.486755270023802,-2.1286317858706076,4.808404864362253
Xcho,57,kazijistán,0.767,0.743,0.357,0.0,0.516,-6.819,0.644,4,0.878,0,0,0,0,1,0,0,0,0,0,0,0.433,1,0.487,460922,0,1,1,0.0,4.9500144222727895,-1.5945492999403497,-0.15082288973458366,4.941770985773278
NONT TANONT,65,tailandia,0.614,0.528,0.393,0.0,0.46,-7.693,0.714,4,0.996,0,0,0,0,0,0,0,0,0,0,1,0.552,1,0.6,628612,0,1,1,0.0,5.491937354999788,-3.3639015969184585,-2.2537949288246137,4.883369943050379
ITHAN NY,76,chile,0.793,0.676,0.0335,0.0,0.461,-5.022,0.387,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.428,0,0.414,126354,0,1,0,0.0,5.51931060760136,-2.7598699498320065,-1.1907275775759154,4.5950895466451405
Ruger,59,nigeria,0.727,0.6,0.636,5.1e-06,0.754,-4.799,0.025,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.451,1,0.538,943636,0,1,0,0.0,5.375278407684165,-1.4271163556401458,-2.24431618487007,5.29729684599403
Andia,56,rumanía,0.554,0.632,0.546,9.29e-05,0.306,-6.054,0.604,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.81,0,0.719,45895,0,1,1,0.0,5.251231000090598,-3.3467091963780855,-1.8904754421672127,5.0506441581154915
Mavins,70,nigeria,0.546,0.611,0.484,0.00149,0.749,-9.459,0.301,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.439,0,0.544,336731,0,1,1,0.0,5.3230099791384085,-1.760260802168684,-2.2926347621408776,4.644958045975506
Konke,57,sudáfrica,0.801,0.671,0.129,0.000112,0.84,-11.076,0.974,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.222,1,0.254,17941,0,1,1,0.0,5.946278878930662,-3.085656981081978,-2.796881414808826,4.72760018554144
RAVA,54,rumanía,0.589,0.604,0.593,0.0,0.212,-5.827,0.089,3,0.678,0,0,0,0,0,0,0,0,0,0,0,0.525,1,0.467,225236,0,0,1,3.1780538303479458,5.091975621036097,-1.0133524447172864,-2.387054249620496,4.368865404396058
Manuel,57,hungría,0.683,0.417,0.173,0.0,0.921,-6.701,0.001,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.467,0,0.564,177480,0,1,0,0.0,5.239013122648895,-3.0576076772720784,-2.5257286443082556,4.5954228345332115
Tulus,75,indonesia,0.485,0.133,0.91,0.0,0.366,-10.7,0.126,3,0.266,0,0,1,0,0,0,0,0,0,0,0,0.757,1,0.72,9960912,0,0,1,2.302585092994046,5.312959643284906,-2.8473122684357177,-2.24431618487007,4.611082672739694
Orelsan,73,francia,0.713,0.67,0.113,0.0,0.457,-6.447,0.759,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.488,0,0.435,2137114,0,0,1,3.2188758248682006,5.329195686192973,-1.1874435023747254,-0.6539264674066639,4.793805104838638
MC Tairon,80,brasil,0.714,0.404,0.457,0.0,0.782,-7.903,0.032,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.532,0,0.34,86101,0,1,1,0.0,4.94383287895004,-0.791863153499103,-2.6578324849415926,4.868211144523421
Arthur Nery,72,filipinas,0.656,0.336,0.453,0.0,0.182,-10.538,0.565,4,0.979,0,0,0,0,0,0,0,0,0,1,0,0.138,1,0.37,3100792,0,0,1,2.302585092994046,5.5043554499593075,-3.137295837875778,-2.24431618487007,4.828777629687589
Odeya,54,israel,0.578,0.538,0.388,0.0,0.361,-7.335,0.05,4,0.72,0,1,0,0,0,0,0,0,0,0,0,0.538,0,0.616,76486,0,1,1,0.0,5.319369213244649,-1.565421027017326,-0.9314043696842031,4.534243302648155
Ekhoe,58,hungría,0.915,0.484,0.16,0.0,0.383,-7.738,0.465,4,0.993,0,0,0,0,0,0,1,0,0,0,0,0.273,0,0.466,40054,0,1,0,0.0,4.949801900488507,-0.8915981192837836,-2.4168742393961735,4.804127596433472
Rels B,81,españa,0.937,0.63,0.61,3.88e-06,0.943,-6.502,0.844,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.385,0,0.427,4734773,0,1,1,0.0,5.1196212299691215,-2.9917402522844534,-2.611831343361667,4.882839800656867
Fujii Kaze,88,inglaterra,0.6,0.76,0.166,4.09e-05,0.519,-6.124,0.353,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.477,0,0.48,1807113,0,0,1,2.3978952727983707,5.2234483356317805,-3.0966581921439515,-1.6660082639224947,5.06308858209766
Odeya,60,israel,0.645,0.596,0.404,0.0,0.298,-7.924,0.369,4,0.937,0,0,0,0,0,0,0,1,0,0,0,0.406,1,0.604,76486,0,1,1,0.0,5.180327434490069,-2.234926444520231,-1.9519282213808764,4.534296976344299
Shubh,84,inglaterra,0.768,0.487,0.24,0.0,0.722,-8.936,0.706,4,0.986,0,0,0,0,1,0,0,0,0,0,0,0.734,0,0.605,1112637,0,1,1,0.0,5.138072320405091,-3.144232281872435,-1.742969305058623,4.92022907022024
Lazza,74,italia,0.788,0.731,0.0615,0.0,0.258,-6.082,0.861,4,0.995,0,0,0,0,1,0,0,0,0,0,0,0.649,0,0.482,1266122,0,0,0,2.833213344056216,5.239437471809747,-3.0576076772720784,-2.3055896020143445,4.844423279035369
Lizzo,80,australia,0.836,0.743,0.0974,0.0,0.723,-6.305,0.809,4,0.976,0,0,0,0,0,0,0,0,0,0,1,0.482,0,0.586,5445961,0,0,0,2.4849066497880004,5.257167193182995,-2.7287632426997517,-1.0936247471570706,4.691026729747774
Mabel Matiz,74,turquía,0.489,0.684,0.122,0.000178,0.382,-5.73,0.55,4,0.987,0,0,0,0,0,0,0,0,0,1,0,0.62,0,0.603,2713129,0,0,1,3.1354942159291497,5.568974076530931,-3.3991993789994823,-1.5050778971098575,4.699943858261622
Beathoven,64,noruega,0.736,0.827,0.288,0.0,0.726,-7.124,0.838,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.336,18628,0,1,1,0.0,4.831157689434033,-1.324258970200438,-1.4146938356415886,4.7463050984517965
Graya,58,francia,0.529,0.832,0.497,0.0,0.484,-4.699,0.002,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.043,0,0.324,48440,0,0,0,2.995732273553991,4.918520005188451,-1.3019532126861397,-1.8325814637483102,4.608305266483564
The Willsi,44,república_dominicana,0.853,0.715,0.54,3.57e-05,0.882,-3.715,0.239,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0.298,90,0,1,1,0.0,5.096213422253077,-2.3528263094307924,-2.577021938695806,4.500087409534939
Shubh,79,inglaterra,0.82,0.504,0.261,7e-06,0.275,-9.113,0.409,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.843,0,0.679,1112637,0,1,0,0.0,5.294334445237094,-1.9589953886039688,-2.2633643798407643,4.442839474070394
KALUSH,58,ucrania,0.859,0.548,0.455,8.03e-05,0.647,-7.831,0.811,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.246,0,0.374,657696,0,0,1,1.9459101490553132,5.375278407684165,-3.1419147837320724,-2.3361418765228885,4.787366734968895
Bad Bunny,95,global,0.911,0.712,0.0901,2.68e-05,0.425,-5.105,0.087,4,0.989,0,1,0,0,0,0,0,0,0,0,0,0.57,0,0.62,65270837,0,0,0,3.1354942159291497,5.184963880933508,-2.50470127711618,-2.371935171128839,4.521842923398338
