track_duration,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,artist_followers,al_type_compilation,al_type_single,exp_False
192.218,50,0.89,0.621,0.0633,0.568,0.0,0.125,0.379,-7.389,120.043,0.701,4,0.909,5,0.376,0,0.508,290035,0,1,1
152.961,86,0.849,0.433,0.316,0.0407,0.0,0.388,0.395,-8.367,142.162,0.237,4,1.0,5,0.355,0,0.469,72390794,0,0,0
188.852,79,0.579,0.804,0.0581,0.457,0.0,0.136,0.546,-5.024,183.075,0.128,3,0.812,8,0.0,1,0.131,2552372,0,0,0
154.701,84,0.651,0.947,0.0539,0.305,0.0,0.92,0.722,-3.669,158.046,0.871,4,0.956,1,0.099,1,0.427,1853875,0,1,1
176.086,76,0.612,0.697,0.0387,0.261,0.0,0.347,0.633,-5.476,91.976,0.526,4,0.9,0,0.534,1,0.62,8150159,0,0,1
131.583,82,0.953,0.57,0.245,0.537,0.0,0.0993,0.834,-5.149,129.947,0.154,4,1.0,6,0.591,1,0.602,2816013,0,1,1
204.937,80,0.672,0.957,0.0485,0.197,0.000481,0.386,0.895,-4.272,160.005,0.925,4,1.0,7,0.919,1,0.71,18781245,0,1,1
235.058,61,0.422,0.391,0.0359,0.548,0.189,0.14,0.628,-8.529,170.401,0.212,4,0.689,2,0.438,1,0.589,263640,0,1,1
192.668,79,0.71,0.738,0.0861,0.156,0.0,0.0661,0.608,-4.077,98.958,0.463,4,1.0,6,0.486,0,0.525,375910,0,1,1
308.622,57,0.546,0.409,0.031,0.756,0.0,0.0764,0.412,-7.318,84.116,0.043,4,0.904,10,0.123,1,0.32,238740,0,1,1
228.819,59,0.703,0.607,0.0409,0.716,0.0,0.112,0.819,-7.823,118.973,0.413,4,0.556,0,0.626,1,0.522,121456,0,1,1
402.89,47,0.851,0.516,0.0706,0.167,0.0719,0.0861,0.365,-12.79,112.013,0.95,4,1.0,9,0.274,1,0.324,1725667,0,0,1
183.806,61,0.739,0.678,0.029,0.248,1.21e-05,0.128,0.581,-7.47,122.032,0.85,4,0.661,10,0.303,1,0.465,13476,0,1,1
89.563,69,0.402,0.902,0.255,0.0267,0.00412,0.147,0.538,-3.105,145.898,0.062,4,0.649,2,0.621,1,0.619,23326,0,1,1
97.391,56,0.698,0.713,0.144,0.67,0.00621,0.365,0.499,-5.743,138.252,0.29,4,1.0,7,0.966,1,0.711,225236,0,0,0
125.44,66,0.819,0.488,0.21,0.633,1.81e-06,0.178,0.818,-8.7,130.031,0.917,4,1.0,10,0.542,0,0.543,1695630,0,0,0
232.453,72,0.697,0.556,0.0364,0.698,0.0,0.0991,0.404,-5.089,89.987,0.209,4,0.953,6,0.717,1,0.709,423805,0,0,1
262.583,53,0.634,0.174,0.0382,0.97,0.000801,0.107,0.171,-13.514,137.879,0.373,4,1.0,9,0.474,1,0.528,400337,0,1,1
350.32,87,0.802,0.755,0.0564,0.0215,0.0,0.295,0.58,-3.138,130.027,0.739,4,1.0,4,0.551,0,0.506,66721366,0,0,0
163.121,57,0.741,0.819,0.0708,0.104,0.0051,0.427,0.86,-5.189,92.332,0.374,4,1.0,7,0.728,0,0.666,1293105,0,1,1
188.706,58,0.507,0.571,0.0856,0.222,0.0,0.241,0.587,-6.909,174.954,0.22,4,1.0,7,0.483,1,0.652,254936,0,1,1
220.16,81,0.534,0.904,0.0369,0.129,0.0,0.128,0.96,-3.315,202.899,0.295,4,1.0,9,0.103,1,0.355,125165,0,0,1
195.365,77,0.571,0.845,0.0595,0.0549,5.5e-05,0.081,0.409,-4.4,163.884,0.186,4,1.0,6,0.095,1,0.302,68547,0,1,1
130.487,66,0.825,0.799,0.086,0.434,0.205,0.145,0.795,-5.029,123.065,0.776,4,1.0,9,0.414,1,0.381,44621,0,1,1
166.062,70,0.714,0.732,0.174,0.662,0.0,0.105,0.72,-5.357,179.951,0.281,4,0.961,0,0.604,0,0.613,28051,0,1,0
192.0,70,0.691,0.614,0.0534,0.027,0.106,0.158,0.061,-8.991,77.489,0.086,4,1.0,4,0.666,0,0.44,3324229,0,1,1
206.112,65,0.78,0.59,0.132,0.487,1.07e-05,0.115,0.66,-7.77,104.977,0.776,4,1.0,3,0.586,0,0.566,2907512,0,1,1
150.0,69,0.843,0.725,0.0539,0.165,0.00357,0.0948,0.556,-7.282,120.0,0.864,4,1.0,6,0.0,0,0.314,175467,0,1,0
218.001,52,0.485,0.632,0.373,0.62,1.19e-05,0.139,0.333,-10.335,190.504,0.063,3,0.453,11,0.862,1,0.605,349928,0,0,0
162.461,59,0.778,0.449,0.0339,0.41,0.00126,0.105,0.325,-7.464,130.007,0.841,4,1.0,6,0.662,0,0.751,293178,0,0,1
169.705,81,0.62,0.436,0.213,0.554,0.0,0.0891,0.368,-8.108,172.854,0.244,3,1.0,10,0.6,1,0.35,6175103,0,1,1
250.54,56,0.811,0.868,0.18,0.168,0.0,0.135,0.779,-8.457,99.976,0.157,4,1.0,8,0.272,1,0.482,149289,0,1,1
189.866,74,0.786,0.757,0.106,0.0978,0.00106,0.131,0.898,-4.889,175.903,0.294,4,1.0,9,0.347,0,0.417,6805357,0,0,0
130.973,88,0.754,0.424,0.0363,0.643,0.0,0.0652,0.806,-8.463,119.705,0.765,4,1.0,2,0.581,1,0.623,30296,0,1,1
154.486,83,0.881,0.592,0.0324,0.619,1.32e-05,0.0901,0.719,-4.898,101.058,0.133,4,1.0,2,0.496,1,0.572,19555916,0,0,1
248.0,56,0.403,0.557,0.0502,0.294,0.0,0.324,0.117,-9.496,120.122,0.692,4,1.0,4,0.0,0,0.318,14499,0,1,1
189.333,78,0.746,0.844,0.0359,0.062,0.0,0.149,0.934,-3.499,123.014,0.891,4,0.867,11,0.45,0,0.554,21023804,0,0,1
147.426,75,0.775,0.865,0.307,0.0453,0.0,0.261,0.663,-2.015,175.12,0.261,4,1.0,1,0.662,1,0.557,1268857,0,1,1
242.484,88,0.574,0.469,0.0254,0.534,9.21e-05,0.128,0.288,-8.209,132.023,0.438,4,1.0,4,0.383,1,0.376,740015,0,1,1
153.958,78,0.646,0.918,0.0346,0.382,1.87e-05,0.251,0.87,-4.112,143.943,0.744,4,0.937,9,0.51,1,0.537,5200761,0,0,1
164.29,57,0.683,0.683,0.036,0.124,3.14e-06,0.159,0.234,-7.846,110.933,0.688,4,0.898,9,0.281,1,0.403,187908,0,1,1
182.067,75,0.707,0.778,0.221,0.0853,0.00365,0.177,0.668,-8.915,140.988,0.696,4,1.0,6,0.0,1,0.367,1361542,0,1,0
179.999,78,0.798,0.47,0.0752,0.111,0.00039,0.0501,0.233,-7.623,130.07,0.258,4,0.979,8,0.458,1,0.613,15047,0,1,0
219.896,76,0.626,0.344,0.0318,0.808,0.0,0.0773,0.304,-7.867,119.895,0.5,4,1.0,7,0.67,1,0.664,3605775,0,1,1
279.25,61,0.358,0.416,0.0596,0.325,0.356,0.173,0.128,-10.972,139.945,0.054,3,1.0,0,0.473,0,0.663,1801063,0,0,0
171.743,83,0.656,0.436,0.0744,0.845,0.0,0.221,0.196,-11.141,109.239,0.178,4,1.0,8,0.396,1,0.537,430473,0,0,1
229.523,64,0.685,0.535,0.0433,0.744,0.0,0.081,0.369,-7.53,125.922,0.572,4,1.0,7,0.741,1,0.689,100330,0,1,1
212.411,63,0.632,0.789,0.0471,0.0562,0.0,0.0831,0.576,-5.158,141.969,0.905,4,0.831,9,0.527,1,0.533,52105,0,1,0
168.8,55,0.79,0.503,0.206,0.527,0.0,0.11,0.241,-9.301,75.008,0.0,4,1.0,1,0.479,1,0.62,69344,0,0,1
175.889,79,0.818,0.69,0.0454,0.00327,0.0,0.186,0.688,-5.146,110.056,0.795,3,1.0,0,0.664,1,0.498,37939479,0,0,1
204.32,75,0.586,0.89,0.0369,0.012,0.00508,0.114,0.426,-1.988,119.062,0.741,4,1.0,11,0.736,0,0.627,1930726,0,0,1
149.565,62,0.755,0.469,0.0595,0.498,0.000135,0.305,0.822,-11.891,138.027,0.642,4,0.985,3,0.495,0,0.3,52197,0,1,0
198.52,85,0.809,0.649,0.0416,0.0407,0.0,0.145,0.72,-4.433,120.014,0.79,4,1.0,8,0.719,0,0.574,554579,0,1,1
162.782,56,0.848,0.697,0.0636,0.114,0.0146,0.0525,0.889,-7.175,115.05,0.907,4,1.0,10,0.0,0,0.225,24414,0,1,0
188.5,76,0.552,0.608,0.0274,0.148,2.05e-05,0.332,0.835,-11.211,88.002,0.889,4,1.0,5,0.51,0,0.466,1000579,0,1,1
164.895,78,0.783,0.524,0.0554,0.241,0.0,0.271,0.839,-6.455,117.496,0.666,4,0.896,5,0.635,0,0.706,9423370,0,1,0
110.937,60,0.772,0.508,0.143,0.0769,0.0,0.196,0.34,-8.694,96.107,0.506,4,0.926,1,0.5,1,0.432,195264,0,1,0
174.0,72,0.629,0.458,0.0374,0.14,0.0,0.263,0.0758,-7.159,77.525,0.243,4,0.767,5,0.462,1,0.396,382343,0,0,1
355.706,65,0.474,0.535,0.0354,0.626,0.0,0.413,0.324,-6.566,79.95,0.146,4,0.816,0,0.321,1,0.445,3201789,0,0,1
152.923,77,0.732,0.573,0.0237,0.56,9.34e-06,0.0543,0.882,-5.733,97.502,0.478,4,1.0,11,0.809,1,0.709,3434062,0,0,1
172.282,62,0.636,0.862,0.0464,0.156,0.0,0.144,0.24,-2.386,137.94,0.765,4,0.777,5,0.0,0,0.283,15264,0,1,1
217.854,72,0.368,0.402,0.0452,0.0906,0.0,0.107,0.316,-6.729,185.723,0.019,4,0.801,6,0.607,1,0.642,21271,0,1,1
170.986,57,0.595,0.369,0.0291,0.357,0.0,0.118,0.259,-8.489,90.949,0.324,4,1.0,4,0.483,0,0.531,26555,0,0,1
300.215,60,0.403,0.436,0.037,0.738,0.0,0.174,0.426,-7.85,129.667,0.024,4,0.985,0,0.604,1,0.634,11215,0,1,1
221.746,79,0.6,0.659,0.0542,0.176,0.0,0.111,0.307,-7.264,89.955,0.346,4,0.99,4,0.443,0,0.53,4807656,0,0,1
210.928,79,0.512,0.76,0.0682,0.299,0.0,0.103,0.495,-5.889,130.096,0.343,4,1.0,2,0.676,0,0.656,6433071,0,1,1
220.75,85,0.597,0.351,0.0281,0.727,3.86e-05,0.319,0.243,-8.043,119.948,0.299,3,1.0,4,0.868,1,0.765,169592,0,1,1
254.862,80,0.721,0.565,0.0292,0.855,5.48e-06,0.0973,0.794,-6.208,139.941,0.747,4,0.996,4,0.79,1,0.749,117701,0,1,1
243.716,95,0.65,0.715,0.253,0.0993,0.000291,0.126,0.187,-5.198,106.672,0.326,4,0.544,5,0.053,0,0.301,65270837,0,0,1
177.28,72,0.728,0.68,0.165,0.0865,1.06e-06,0.1,0.704,-4.129,179.839,0.39,4,1.0,8,0.373,0,0.411,3850802,0,0,0
163.2,71,0.918,0.673,0.184,0.314,0.0,0.0555,0.828,-5.084,99.952,0.659,4,1.0,0,0.745,1,0.641,1939135,0,0,1
269.256,75,0.429,0.464,0.0719,0.783,0.0,0.0846,0.375,-8.445,121.17,0.01,3,0.974,6,0.513,0,0.582,3100792,0,1,1
240.0,59,0.663,0.344,0.0495,0.922,0.00298,0.0916,0.469,-14.025,135.904,0.632,4,0.987,0,0.659,1,0.697,425180,0,1,1
204.6,82,0.817,0.714,0.141,0.184,0.000132,0.042,0.714,-7.501,94.001,0.353,4,1.0,4,0.076,0,0.442,8808237,0,0,1
236.795,88,0.734,0.605,0.0699,0.0102,0.0,0.317,0.252,-8.525,103.981,0.444,4,1.0,1,0.669,1,0.636,72390794,0,0,0
180.504,85,0.569,0.941,0.312,0.401,0.0,0.891,0.608,-4.135,73.776,0.158,4,0.861,4,0.622,0,0.504,460628,0,1,1
189.949,59,0.586,0.918,0.0555,0.00343,0.00121,0.0791,0.839,-4.798,160.036,0.76,4,1.0,0,0.791,0,0.845,19009,0,1,1
209.993,54,0.753,0.504,0.132,0.666,1.88e-05,0.121,0.299,-10.196,107.064,0.367,4,1.0,7,0.292,0,0.474,1092533,0,1,1
181.83,89,0.824,0.453,0.0968,0.146,0.0273,0.0896,0.552,-9.604,119.959,0.608,4,0.959,3,0.0,0,0.02,10992053,0,1,0
148.799,69,0.779,0.893,0.087,0.0537,0.0,0.15,0.933,-5.577,135.056,0.619,4,0.745,9,0.33,1,0.419,231416,0,1,1
202.073,49,0.697,0.769,0.0413,0.178,0.0439,0.178,0.907,-6.793,142.035,0.925,4,0.901,1,0.55,0,0.632,13713,0,0,0
212.92,75,0.559,0.894,0.215,0.119,0.0,0.108,0.473,-3.543,94.006,0.167,4,0.828,2,0.592,1,0.485,2053229,0,0,0
211.96,53,0.831,0.561,0.284,0.473,0.0,0.0771,0.632,-9.688,120.074,0.499,4,1.0,5,0.39,0,0.398,349928,0,0,0
142.657,79,0.825,0.649,0.169,0.117,0.0,0.232,0.143,-4.377,127.984,0.829,4,0.946,11,0.486,1,0.46,6370529,0,0,0
241.066,89,0.323,0.737,0.0338,0.142,0.000162,0.163,0.155,-4.008,113.26,0.563,4,0.977,10,0.895,1,0.439,59590626,0,0,1
193.495,88,0.577,0.941,0.105,0.00207,3.36e-06,0.0891,0.292,-5.17,101.921,0.132,4,1.0,1,0.437,1,0.238,4636005,0,1,1
247.384,61,0.643,0.738,0.0604,0.0208,0.000285,0.213,0.694,-9.768,129.982,0.882,4,1.0,7,0.112,0,0.257,94465,0,1,1
144.235,57,0.654,0.743,0.0315,0.294,0.0495,0.109,0.632,-7.19,169.98,0.558,4,0.87,10,0.545,0,0.515,64909,0,0,1
272.463,78,0.831,0.83,0.0865,0.0802,1.77e-06,0.0442,0.938,-4.329,98.003,0.478,4,0.892,3,0.349,0,0.39,887794,0,1,1
220.962,59,0.647,0.473,0.0353,0.728,0.0,0.15,0.227,-6.847,129.961,0.373,4,1.0,6,0.394,0,0.418,24852,0,0,1
136.286,54,0.593,0.476,0.862,0.456,0.0,0.359,0.582,-13.459,176.112,0.029,4,1.0,6,0.451,1,0.554,20225,0,1,0
154.397,60,0.775,0.607,0.351,0.384,0.000216,0.112,0.581,-8.245,95.024,0.44,4,1.0,7,0.402,0,0.426,55234,0,0,0
134.581,80,0.933,0.699,0.177,0.197,4.48e-05,0.0617,0.798,-6.584,128.042,0.743,4,1.0,7,0.456,1,0.554,1666894,0,0,0
213.428,56,0.676,0.636,0.0329,0.199,7.37e-06,0.3,0.58,-7.053,139.912,0.701,4,0.774,5,0.665,0,0.676,230031,0,1,1
162.637,97,0.835,0.679,0.0364,0.583,1.98e-06,0.218,0.85,-5.329,124.98,0.877,4,1.0,7,0.588,0,0.485,11583371,0,1,1
208.35,80,0.807,0.376,0.0638,0.379,0.00387,0.114,0.671,-7.444,104.968,0.809,4,1.0,2,0.52,1,0.581,2706373,0,1,0
166.56,71,0.829,0.598,0.248,0.0691,0.0,0.0847,0.158,-5.806,130.204,0.219,4,0.934,2,0.438,1,0.375,790799,0,1,0
174.646,80,0.905,0.962,0.0856,0.0299,0.0,0.0272,0.906,-3.197,129.969,0.943,4,1.0,4,0.305,1,0.33,1609133,0,0,1
167.303,91,0.52,0.731,0.0557,0.342,0.00101,0.311,0.662,-5.338,173.93,0.51,4,1.0,6,0.156,0,0.357,26280801,0,0,1
218.735,78,0.48,0.325,0.0354,0.907,1.52e-05,0.112,0.619,-8.513,111.774,0.014,5,0.537,1,0.772,1,0.564,1643312,0,0,1
127.072,75,0.704,0.697,0.286,0.0676,0.00119,0.467,0.278,-7.276,136.036,0.542,4,1.0,10,0.356,0,0.452,2574313,0,0,0
179.054,76,0.655,0.472,0.0422,0.408,0.00022,0.285,0.362,-10.506,92.995,0.138,4,0.993,0,0.504,0,0.606,2050997,0,1,1
256.124,90,0.663,0.319,0.0375,0.69,0.000993,0.117,0.193,-13.527,110.021,0.441,4,0.996,9,0.41,1,0.533,68732645,0,0,0
93.73,65,0.463,0.919,0.154,4.73e-05,0.0,0.421,0.628,-2.64,125.209,0.822,4,1.0,1,0.0,0,0.353,109117,0,1,0
197.473,83,0.551,0.578,0.0732,0.522,0.0,0.073,0.509,-7.005,106.772,0.185,4,1.0,1,0.692,0,0.725,151685,0,1,1
224.426,78,0.608,0.745,0.0277,0.0226,6.47e-06,0.0942,0.464,-4.13,102.025,0.387,4,0.966,1,0.562,1,0.612,8028951,0,0,1
138.0,80,0.942,0.85,0.0909,0.345,8.25e-05,0.382,0.963,-1.821,119.989,0.819,4,1.0,11,0.491,0,0.542,526138,0,1,0
207.058,54,0.852,0.688,0.211,0.485,1.66e-06,0.199,0.673,-5.124,102.05,0.497,4,1.0,4,0.303,0,0.243,576850,0,1,1
121.219,73,0.556,0.674,0.363,0.207,0.0,0.296,0.447,-5.518,208.066,0.045,4,0.639,2,0.506,1,0.539,50616,0,0,1
186.666,56,0.63,0.551,0.271,0.463,0.0,0.127,0.479,-7.425,119.075,0.083,5,0.888,1,0.0,1,0.266,290035,0,1,1
181.184,63,0.407,0.497,0.0357,0.263,0.0,0.112,0.312,-5.828,152.194,0.142,4,1.0,6,0.12,0,0.438,127168,0,0,1
133.521,47,0.714,0.834,0.097,0.344,0.0,0.3,0.862,-5.935,142.038,0.779,4,0.856,5,0.547,0,0.396,252401,0,0,0
203.149,76,0.736,0.695,0.0468,0.0209,0.0,0.0517,0.784,-3.87,109.976,0.769,4,1.0,7,0.52,1,0.618,2418607,0,1,1
222.804,55,0.728,0.702,0.167,0.0453,0.0,0.358,0.59,-7.751,147.939,0.75,4,1.0,1,0.983,1,0.782,349928,0,0,0
250.941,60,0.478,0.738,0.0414,0.00432,0.0,0.154,0.353,-4.464,163.994,0.184,4,1.0,6,0.45,0,0.542,190922,0,0,1
184.508,63,0.795,0.519,0.0406,0.337,0.02,0.0928,0.502,-9.626,128.932,0.78,4,1.0,1,0.233,1,0.447,1888,0,1,1
178.453,78,0.828,0.731,0.111,0.0617,0.0,0.048,0.587,-3.033,119.978,0.865,4,1.0,9,0.415,1,0.193,1753295,0,1,1
201.29,64,0.796,0.663,0.0655,0.67,1.1e-06,0.158,0.892,-8.557,92.989,0.086,4,1.0,7,0.496,0,0.554,6583,0,1,1
201.28,56,0.63,0.653,0.0252,0.175,0.0,0.108,0.442,-3.592,104.003,0.528,4,0.783,11,0.668,1,0.643,435526,0,1,1
192.36,56,0.665,0.802,0.19,0.49,0.0,0.208,0.764,-5.346,92.355,0.629,4,0.989,11,0.0,0,0.195,349928,0,0,0
226.813,74,0.49,0.987,0.253,0.049,3.24e-06,0.406,0.451,-2.279,175.064,0.864,4,0.562,7,0.347,1,0.52,2261100,0,0,1
225.714,68,0.578,0.569,0.0786,0.441,0.00883,0.112,0.734,-8.811,168.132,0.337,4,1.0,9,0.512,1,0.591,33364,0,1,1
126.956,57,0.846,0.535,0.166,0.000147,0.0,0.0892,0.164,-7.268,137.927,0.295,4,0.971,1,0.345,1,0.554,129105,0,1,0
220.938,59,0.737,0.483,0.0311,0.318,0.0,0.293,0.514,-6.416,83.966,0.124,4,1.0,9,0.439,1,0.459,121456,0,1,1
196.48,54,0.343,0.331,0.0421,0.857,0.0,0.0896,0.154,-11.067,173.65,0.105,3,0.726,0,0.324,0,0.462,58404,0,1,1
169.2,58,0.616,0.828,0.19,0.259,0.0,0.114,0.53,-4.912,99.78,0.333,4,1.0,5,0.35,0,0.505,13266966,0,1,1
628.124,82,0.572,0.579,0.128,0.469,0.0,0.136,0.5,-5.288,127.966,0.616,4,0.951,3,0.237,0,0.348,7124356,1,0,1
201.334,72,0.635,0.95,0.0413,0.00985,0.0,0.0529,0.604,-2.41,148.006,1.0,4,0.974,0,0.402,1,0.505,992291,0,1,1
132.912,66,0.823,0.717,0.0704,0.0356,0.0,0.102,0.489,-3.879,110.998,0.885,4,1.0,9,0.181,1,0.261,140877,0,1,1
207.915,72,0.685,0.416,0.0317,0.352,8.73e-05,0.106,0.696,-8.609,119.992,0.446,4,1.0,9,0.731,0,0.554,2041777,0,0,1
160.239,88,0.575,0.648,0.0358,0.583,0.0,0.115,0.466,-4.891,75.977,0.247,4,0.969,10,0.748,1,0.652,458490,0,1,1
232.0,74,0.861,0.786,0.164,0.289,0.0,0.601,0.907,-4.934,92.031,0.229,4,0.994,0,0.653,1,0.686,654865,0,1,1
197.101,80,0.836,0.826,0.0461,0.213,6.03e-06,0.0814,0.579,-2.66,102.025,0.578,4,1.0,11,0.244,0,0.299,15784982,0,0,0
190.749,68,0.63,0.802,0.101,0.0189,1.02e-06,0.305,0.576,-5.9,96.988,0.526,4,0.961,9,0.354,1,0.39,3900,0,1,1
143.376,54,0.875,0.662,0.415,0.0155,1.28e-06,0.214,0.27,-7.815,76.962,0.037,4,0.674,5,0.372,0,0.448,1079604,0,0,0
261.0,75,0.474,0.411,0.0278,0.706,5.85e-05,0.285,0.29,-7.946,127.992,0.291,4,0.932,4,0.288,1,0.551,2757790,0,0,1
195.475,67,0.656,0.786,0.269,0.195,0.0,0.363,0.536,-5.098,176.013,0.581,4,1.0,2,0.038,1,0.244,790570,0,0,0
166.947,56,0.776,0.817,0.0841,0.228,4.27e-05,0.0616,0.965,-6.216,99.993,0.672,4,1.0,3,0.471,0,0.416,576498,0,1,1
140.152,63,0.772,0.702,0.122,0.211,0.00114,0.129,0.471,-7.73,89.995,0.429,4,1.0,11,0.622,0,0.603,7056,0,1,0
182.306,72,0.514,0.818,0.0451,0.406,1.93e-06,0.299,0.967,-9.642,148.733,0.629,4,1.0,2,0.807,1,0.7,331463,0,0,1
290.333,63,0.678,0.558,0.0307,0.751,0.0,0.193,0.754,-8.633,107.681,0.313,4,0.667,9,0.518,1,0.537,3734,0,1,1
169.655,72,0.849,0.694,0.0612,0.527,7.72e-05,0.0791,0.791,-4.305,115.972,0.656,4,1.0,6,0.445,1,0.574,2906636,0,0,0
213.647,76,0.827,0.541,0.225,0.46,4.42e-05,0.0948,0.256,-10.743,128.028,0.551,4,1.0,11,0.636,0,0.803,1275725,0,1,1
145.808,65,0.762,0.85,0.174,0.519,0.00303,0.118,0.571,-5.85,134.834,0.732,4,1.0,11,0.873,0,0.765,69574,0,1,0
153.969,56,0.657,0.522,0.0527,0.793,0.0,0.117,0.787,-7.848,128.129,0.424,4,0.877,1,0.731,0,0.701,61066,0,1,1
167.533,52,0.725,0.637,0.048,0.222,3.27e-06,0.0996,0.811,-5.579,103.944,0.666,4,1.0,6,0.464,1,0.732,552,0,1,0
148.721,73,0.741,0.727,0.155,0.0231,0.0,0.121,0.716,-4.835,150.061,0.663,4,1.0,7,0.43,0,0.471,192966,0,1,1
130.56,65,0.64,0.663,0.0927,0.254,3.69e-06,0.291,0.279,-7.778,92.464,0.149,4,1.0,5,0.35,0,0.573,81928,0,1,1
233.027,54,0.675,0.746,0.0382,0.568,0.000112,0.115,0.334,-9.602,125.001,0.709,4,0.489,11,0.699,0,0.643,129704,0,1,1
144.906,72,0.558,0.68,0.0476,0.56,0.905,0.107,0.542,-9.301,91.967,0.219,4,1.0,9,0.649,0,0.543,2472294,0,0,1
237.033,72,0.463,0.827,0.219,0.216,0.0,0.145,0.399,-4.482,173.856,0.234,4,0.976,6,0.337,0,0.514,1284101,0,0,1
211.578,76,0.676,0.696,0.0452,0.666,0.0,0.0931,0.606,-6.68,94.945,0.622,4,0.988,9,0.544,1,0.545,306158,0,1,1
202.245,60,0.749,0.731,0.356,0.173,2.39e-06,0.16,0.665,-7.073,151.872,0.616,4,1.0,6,0.515,1,0.518,212130,0,0,0
156.699,60,0.616,0.692,0.068,0.0484,0.0,0.0217,0.931,-7.462,205.936,0.035,4,0.425,6,0.67,1,0.6,3478,0,1,1
146.823,78,0.859,0.561,0.114,0.472,0.0,0.111,0.681,-3.519,112.594,0.0,5,0.962,3,0.352,0,0.475,1034546,0,1,1
239.359,95,0.561,0.52,0.244,0.0503,1.86e-06,0.355,0.424,-9.39,160.07,0.204,4,0.954,4,0.0,0,0.041,72390794,0,0,0
198.937,97,0.621,0.782,0.044,0.0125,0.033,0.23,0.55,-5.548,128.033,0.723,4,0.973,2,0.379,1,0.564,9423370,0,1,1
174.386,79,0.755,0.87,0.0936,0.00988,0.0,0.0917,0.645,-2.414,124.032,0.811,4,0.965,1,0.452,0,0.583,5175133,0,0,1
198.571,55,0.671,0.773,0.0679,0.152,0.0,0.11,0.846,-6.289,162.925,0.236,4,1.0,4,0.451,1,0.461,76148,0,0,1
212.468,45,0.779,0.612,0.0537,0.0423,0.0,0.126,0.293,-7.35,89.98,0.215,4,1.0,1,0.504,1,0.508,161166,0,0,0
184.559,70,0.778,0.134,0.0506,0.967,0.00352,0.0936,0.287,-17.927,116.078,0.45,4,0.994,4,0.5,1,0.547,218793,0,1,1
172.654,76,0.594,0.746,0.137,0.188,0.0,0.0991,0.0802,-5.853,164.231,0.337,4,0.926,7,0.353,0,0.52,1266122,0,0,0
242.066,71,0.619,0.941,0.0584,0.0439,1.73e-05,0.318,0.624,-1.618,137.967,0.779,4,0.998,8,0.349,1,0.41,661843,0,1,1
260.253,87,0.586,0.525,0.0615,0.111,0.0,0.134,0.508,-7.163,133.629,0.104,4,1.0,1,0.305,0,0.511,59590626,0,0,1
215.702,66,0.547,0.515,0.0277,0.636,7.57e-06,0.126,0.373,-7.432,135.001,0.645,4,0.985,2,0.637,1,0.664,99925,0,1,1
252.525,68,0.624,0.667,0.111,0.0399,3.42e-05,0.104,0.223,-6.938,147.037,0.313,4,1.0,10,0.509,0,0.509,94465,0,1,1
197.663,81,0.862,0.739,0.387,0.703,2.29e-05,0.141,0.885,-4.612,98.073,0.494,4,0.974,6,0.622,1,0.481,13255,0,1,0
264.109,56,0.365,0.421,0.0655,0.36,4.99e-05,0.0709,0.201,-10.082,179.516,0.036,4,0.924,6,0.56,0,0.611,289130,0,1,1
297.001,74,0.644,0.315,0.0339,0.706,0.00162,0.0962,0.356,-9.382,60.001,0.018,4,0.871,6,0.478,1,0.598,3100792,0,1,1
209.928,74,0.653,0.68,0.0298,0.0962,0.0,0.884,0.512,-5.507,126.048,0.975,4,0.937,4,0.12,0,0.369,6968164,0,0,1
165.633,61,0.704,0.818,0.0318,0.0324,0.0205,0.356,0.909,-4.71,129.962,0.824,4,0.986,1,0.813,0,1.0,102828,0,1,1
192.0,73,0.674,0.566,0.0802,0.77,0.0,0.181,0.186,-8.551,95.045,0.301,4,0.92,5,0.782,0,0.869,407266,0,1,1
250.76,91,0.637,0.678,0.266,0.209,0.0,0.156,0.254,-3.798,84.039,0.695,4,0.994,0,0.548,1,0.616,66721366,0,0,0
160.897,86,0.794,0.594,0.139,0.283,0.000381,0.109,0.637,-8.698,99.238,0.296,3,0.69,7,0.598,0,0.658,2188898,0,1,1
120.215,59,0.423,0.657,0.0486,0.607,0.0296,0.304,0.567,-6.361,129.904,0.263,4,1.0,4,0.194,1,0.278,883033,0,0,0
141.805,86,0.591,0.764,0.0483,0.0383,0.0,0.103,0.478,-5.484,169.928,0.571,4,1.0,1,0.568,1,0.591,4379927,0,0,0
123.846,76,0.752,0.669,0.251,0.167,0.0,0.0795,0.627,-9.817,155.997,0.403,4,1.0,10,0.527,0,0.522,1056904,0,1,1
185.722,83,0.588,0.452,0.0268,0.437,0.0,0.344,0.734,-4.75,139.953,0.732,4,0.8,7,0.669,1,0.673,12996343,0,1,1
190.654,76,0.857,0.829,0.0842,0.00112,0.015,0.255,0.208,-0.484,106.993,0.974,4,1.0,0,0.509,1,0.47,15784982,0,0,0
189.85,48,0.639,0.373,0.0719,0.302,6.79e-06,0.124,0.259,-13.283,134.078,0.45,4,0.988,11,0.627,0,0.628,2198,0,1,1
161.739,75,0.651,0.819,0.175,0.32,0.0,0.345,0.513,-4.695,92.003,0.035,4,1.0,4,0.363,0,0.407,70532,0,1,0
