track_dur_log,popularity,danceability,energy,speech_log,acousticness,instrumentalness,liveness_log,valence,loudness,tempo_log,tempo_confidence,time_signature,time_signature_confidence,k_0,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,key_confidence,mode,mode_confidence,artist_followers,al_type_compilation,al_type_single,exp_False
5.670384244568817,83,0.369,0.467,-3.5972122655881127,0.0194,0.46,-2.2164073967529934,0.174,-9.018,4.54831407938988,0.5,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.513,1,0.526,6364737,0,0,1
5.744028303224727,75,0.519,0.246,-3.228926160721702,0.774,2.35e-06,-2.3580978029243043,0.108,-13.85,4.501153211818503,0.209,4,0.995,0,0,0,0,0,1,0,0,0,0,0,0.536,1,0.521,1496355,0,1,1
5.481159621088721,78,0.7,0.589,-3.571985702642437,0.0297,1.4e-05,-2.3156703325427013,0.915,-9.974,4.605310176189006,0.519,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.743,0,0.657,51911,0,1,1
5.10594547390058,64,0.931,0.676,-2.99974029495153,0.0152,0.0,-2.2730262907525014,0.739,-7.492,4.718034477766825,1.0,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.029,0,0.283,820846,0,1,1
5.280341769215699,82,0.851,0.542,-2.1037342342488805,0.361,3.73e-06,-2.0249533563957662,0.789,-8.152,4.623952685287458,0.238,4,0.147,0,0,0,0,0,0,0,0,0,0,1,0.39,1,0.246,2188898,0,1,1
5.558274890984963,65,0.419,0.811,-3.313186504339442,0.101,0.0,-1.18090753139494,0.563,-5.263,5.111782948101102,0.167,4,0.968,0,0,0,0,0,0,0,0,0,0,0,0.549,1,0.589,184808,0,1,1
5.315960801720632,76,0.797,0.791,-1.1086626245216111,0.119,0.0,-2.1803674602697964,0.828,-6.264,4.92766664335649,0.775,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.498,1,0.402,1649304,0,0,0
5.249830656331796,56,0.764,0.572,-2.9681171065210177,0.134,0.0,-2.1715568305876416,0.374,-6.036,4.786933253522616,0.467,4,0.758,0,0,0,0,0,0,0,0,0,0,0,0.652,0,0.766,7552,0,1,1
5.002670324441959,55,0.888,0.879,-1.7486999797676082,0.0198,0.0,-2.0794415416798357,0.242,-4.817,5.043199284969519,0.089,4,0.978,0,0,0,0,0,0,0,1,0,0,0,0.678,1,0.554,1079604,0,0,0
5.041701050926046,63,0.708,0.726,-2.50715225873532,0.329,0.137,-1.8325814637483102,0.58,-5.386,4.6440062097732895,0.701,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0.843,0,0.67,3358687,0,0,1
5.659760922561871,79,0.545,0.98,-2.047942874620465,0.666,0.00709,-2.540842282118304,0.658,-6.464,4.827993686091376,0.033,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.818,1,0.482,209914,0,1,1
5.356878684746208,48,0.692,0.586,-2.0955709236097197,0.589,0.0,-1.8263509139976741,0.309,-6.602,4.499709665329932,0.474,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.225,1,0.567,135165,0,1,1
5.279389356662517,80,0.66,0.529,-2.5743938162895366,0.0828,0.00144,-2.312635428847547,0.318,-10.502,4.56444193707358,0.627,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.297,1,0.528,370232,0,1,1
5.488325968823387,57,0.68,0.487,-3.1820618517454844,0.767,0.000332,-2.017406150760383,0.26,-9.639,4.521418943525594,0.231,4,0.983,0,0,0,0,0,0,1,0,0,0,0,0.419,0,0.524,1440773,0,0,1
5.5565345823452486,65,0.411,0.482,-3.0470255679415414,0.574,0.0,-1.4828052615007343,0.261,-8.081,5.147953673692008,0.1,4,0.84,0,0,0,0,0,0,0,0,0,1,0,0.547,1,0.54,76564,0,1,1
5.1787790412717865,72,0.774,0.905,-2.1037342342488805,0.143,0.0,-1.1026203100656484,0.768,-2.432,4.787191697773044,0.848,4,0.724,0,0,0,1,0,0,0,0,0,0,0,0.548,0,0.426,16748332,0,0,1
5.247313503955273,73,0.471,0.227,-2.9206248010671856,0.873,0.0,-1.8388510767619055,0.3,-11.568,4.761070762424246,0.425,4,0.706,1,0,0,0,0,0,0,0,0,0,0,0.29,1,0.379,184035,0,0,1
5.255441180286532,81,0.829,0.747,-1.903808973036678,0.276,0.0,-1.0817551716016867,0.576,-3.511,4.585273554273635,0.842,4,0.99,0,0,0,0,0,0,0,1,0,0,0,0.547,1,0.649,11583371,0,1,1
5.169972500610814,51,0.724,0.546,-2.3687248954985907,0.0717,0.0101,-2.071473372030659,0.738,-10.712,5.050189285039657,0.377,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.812,0,0.652,489942,0,1,1
5.532385031860414,69,0.635,0.389,-2.752002088631393,0.443,0.0,-2.1715568305876416,0.667,-13.106,4.381914128345282,0.247,4,0.975,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0.291,94465,0,1,1
5.071027732097369,78,0.578,0.471,-3.177254150177381,0.155,0.0,-2.5523293261054345,0.233,-6.242,4.46580466502758,0.369,4,1.0,0,0,0,1,0,0,0,0,0,0,0,0.583,0,0.373,403017,0,1,0
5.4340014404906345,89,0.736,0.727,-2.8629511623201727,0.0584,1.91e-06,-2.32687778556309,0.644,-4.642,4.543805290236507,0.119,4,0.994,0,0,0,0,0,1,0,0,0,0,0,0.617,0,0.662,6090369,0,0,1
5.129910549172575,80,0.774,0.917,-3.0159349808715104,0.259,0.0,-1.0356374895067213,0.891,-3.007,4.867557527112391,0.908,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.658,1,0.64,340765,0,1,0
5.333660378820033,59,0.853,0.514,-0.715392789507265,0.0847,7.62e-06,-2.2256240518579173,0.312,-10.716,5.075248812421467,0.078,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.853,1,0.631,1079604,0,0,0
5.3345817911062365,54,0.381,0.405,-3.4265151896464454,0.629,0.0,-0.8722738464573808,0.273,-7.325,4.874739203012945,0.225,4,0.796,0,1,0,0,0,0,0,0,0,0,0,0.553,1,0.572,56575,0,0,1
5.050099567329962,58,0.571,0.312,-2.505926017012076,0.187,0.0,-2.3528263094307924,0.191,-15.002,5.037101941911282,0.402,4,0.257,0,0,0,0,0,0,1,0,0,0,0,0.639,0,0.685,40054,0,1,1
5.321838561589383,74,0.739,0.682,-2.8806194664534863,0.089,0.000259,-0.6424540662444271,0.638,-6.811,4.867403672673772,0.9,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.333,1,0.38,1782514,0,0,1
5.456414534451127,53,0.711,0.576,-1.1208578976154293,0.417,0.000153,-2.1286317858706076,0.484,-6.165,4.610396504959673,0.306,4,0.997,0,0,0,0,0,0,0,0,0,1,0,0.482,0,0.363,100924,0,0,1
5.389925246745813,77,0.758,0.599,-2.4338333796039997,0.57,1.13e-06,-2.047942874620465,0.557,-5.99,4.8672267108008995,0.668,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.576,0,0.568,8341,0,1,0
5.508732251005521,71,0.77,0.677,-2.831914188324596,0.526,0.000483,-2.05572501506252,0.942,-6.427,4.912522524035452,0.644,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.688,1,0.427,258458,0,1,1
5.683668198802654,64,0.455,0.297,-3.6306105459899607,0.212,2.14e-06,-2.111964733385396,0.243,-11.63,4.5008424701422145,0.145,4,0.852,0,0,0,0,0,0,0,1,0,0,0,0.598,1,0.692,1200326,0,1,1
5.499906276685672,74,0.602,0.388,-2.926206210905381,0.334,3.7e-05,-2.071473372030659,0.3,-12.098,4.941685278833821,0.702,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0.464,0,0.564,8994783,0,1,1
5.67932583422221,73,0.627,0.56,-2.954590330222816,0.149,0.0,-2.3837951484195887,0.719,-10.006,5.181215973520522,0.102,4,0.977,0,0,0,0,0,0,0,1,0,0,0,0.583,1,0.663,381707,0,1,1
5.126561792638799,81,0.863,0.62,-2.0024805005437076,0.0508,0.00324,-2.047942874620465,0.432,-7.167,4.644112014102709,0.938,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.977,1,0.666,1644225,0,1,1
5.201294220454312,62,0.843,0.774,-2.7936080894638566,0.00813,0.0,-2.706052198439537,0.391,-3.998,4.62479632712327,0.424,4,1.0,0,0,0,0,0,0,0,0,0,0,1,0.16,0,0.414,37890,0,1,0
5.081913552096886,55,0.729,0.57,-1.7092582477163114,0.283,1.02e-06,-2.570464538149647,0.593,-6.072,5.056239435901271,0.222,4,1.0,0,0,0,0,0,0,0,0,0,1,0,0.645,1,0.433,187908,0,0,1
5.374032261195678,61,0.835,0.425,-3.3049785239216125,0.538,0.0,-2.5257286443082556,0.779,-8.806,4.56435860808025,0.571,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.531,1,0.535,480030,0,0,1
5.423654023859321,63,0.827,0.421,-2.7985221042662856,0.824,1.17e-05,-1.8078888511579385,0.703,-8.996,4.585385758526294,0.493,4,1.0,0,0,0,0,0,0,0,0,1,0,0,0.215,1,0.426,277455,0,1,1
5.184325261226633,85,0.726,0.91,-1.720369473141382,0.0413,7.81e-06,-0.7360546815712219,0.648,-1.948,4.912404854480843,0.724,4,1.0,0,0,0,0,1,0,0,0,0,0,0,0.065,0,0.156,5175133,0,1,1
5.2599247104608535,73,0.616,0.514,-1.903808973036678,0.0626,1.16e-05,-2.0024805005437076,0.319,-8.94,5.037179849318368,0.157,4,1.0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0.763,425249,0,1,1
5.624400104467425,81,0.627,0.675,-1.546463113272712,0.125,0.0,-2.545931351625775,0.961,-7.125,4.373364224095228,0.202,4,1.0,0,0,0,0,0,1,0,0,0,0,0,0.515,0,0.485,36710488,0,0,1
5.209775728396711,73,0.684,0.493,-2.0874737133771,0.517,0.0,-2.700082031453033,0.501,-7.946,4.779854318430613,0.503,4,1.0,0,0,0,0,0,0,1,0,0,0,0,0.463,0,0.667,736448,0,0,0
5.611206553357794,82,0.659,0.688,-2.698595042331455,0.207,0.0,-2.1803674602697964,0.632,-4.649,5.0368162294789,0.201,4,0.971,0,0,0,0,0,0,1,0,0,0,0,0.377,1,0.505,1474054,0,1,0
5.177200028277772,83,0.703,0.709,-3.139602643973693,0.00379,5.43e-05,-1.0996127890016931,0.538,-4.169,4.770184499423983,0.891,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.729,0,1.0,1753295,0,1,1
5.165545685269756,71,0.955,0.77,-1.5558971455060706,0.0147,0.0,-2.1037342342488805,0.636,-8.643,4.803898086354513,0.45,4,0.991,0,0,1,0,0,0,0,0,0,0,0,0.382,1,0.462,1666894,0,0,0
5.062595033026967,60,0.552,0.433,-2.6882475738060303,0.777,0.0,-1.973281345851445,0.334,-9.792,4.492326183203535,0.252,4,0.916,0,0,0,0,0,0,1,0,0,0,0,0.358,1,0.553,576498,0,1,1
4.803693122120054,55,0.871,0.687,-1.8643301620628905,0.0721,0.00141,-1.030019497202498,0.586,-4.417,4.753271174708803,0.959,4,0.815,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.274,316985,0,0,1
5.28251313500307,80,0.743,0.89,-2.4805163014867073,0.366,0.0,-2.3371765377636646,0.809,-5.451,4.6787458736464105,0.608,4,0.494,0,0,0,0,0,0,0,1,0,0,0,0.391,0,0.504,545780,0,0,0
5.48235827773807,80,0.83,0.739,-2.769393831343262,0.136,2.11e-06,-1.820158943749753,0.631,-5.395,4.584896047548002,0.5,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0.399,0,0.42,53049,0,1,0
5.3202598595603625,60,0.501,0.462,-2.622790357151387,0.186,0.0,-0.8722738464573808,0.585,-7.102,4.412955856684455,0.275,4,0.985,0,0,0,0,0,0,0,1,0,0,0,0.751,1,0.736,85039,0,0,1
5.193306789654498,53,0.798,0.605,-2.9622974974677536,0.00871,0.0,-2.234926444520231,0.352,-8.017,4.787483409413991,0.709,4,0.51,0,0,0,0,0,0,0,0,1,0,0,0.031,1,0.075,334849,0,0,1
5.180051714451071,62,0.632,0.806,-1.8643301620628905,0.301,0.0,-1.6094379124341003,0.293,-5.771,4.935365621789104,0.088,3,0.793,0,0,0,0,0,0,0,1,0,0,0,0.566,0,0.579,175467,0,1,0
5.147494476813453,77,0.818,0.728,-2.6255489795904663,0.0985,0.0,-2.3892328997197176,0.597,-5.769,4.827937666596577,0.853,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0.744,0,0.643,227183,0,1,1
5.296335403756724,78,0.78,0.719,-2.9838037026887174,0.302,0.000196,-2.3740810946991155,0.336,-3.613,4.8517333448435105,0.922,4,0.973,0,0,0,1,0,0,0,0,0,0,0,0.549,0,0.532,15784982,0,0,0
